h,l,o,c,v,t
526.39,522.55,525.3,525.0,119145,2021-01-27 15:30:00+00:00
525.12,519.0,525.0,520.0,103980,2021-01-27 16:00:00+00:00
520.71,517.5,520.07,517.68,136068,2021-01-27 16:30:00+00:00
524.65,516.65,517.73,523.44,101762,2021-01-27 17:00:00+00:00
525.03,521.22,523.65,523.89,63567,2021-01-27 17:30:00+00:00
523.9,520.15,523.86,522.75,52095,2021-01-27 18:00:00+00:00
522.89,519.84,522.6,520.21,54282,2021-01-27 18:30:00+00:00
523.35,517.88,520.32,518.13,90906,2021-01-27 19:00:00+00:00
518.73,515.45,518.01,515.45,224764,2021-01-27 19:30:00+00:00
517.88,512.35,515.5,513.23,273259,2021-01-27 20:00:00+00:00
517.88,511.73,513.24,517.05,380141,2021-01-27 20:30:00+00:00
518.0,511.11,516.83,515.02,578627,2021-01-27 21:00:00+00:00
517.83,513.5,515.02,517.0,2451,2021-01-27 21:30:00+00:00
518.0,516.36,517.19,517.12,1917,2021-01-27 22:00:00+00:00
517.9,514.8,517.9,516.59,827,2021-01-27 22:30:00+00:00
519.9,511.73,512.97,513.0,1133,2021-01-28 07:00:00+00:00
514.88,513.0,513.0,514.28,662,2021-01-28 07:30:00+00:00
519.29,514.0,514.28,519.0,612,2021-01-28 08:00:00+00:00
519.29,514.12,519.23,514.12,812,2021-01-28 08:30:00+00:00
514.9,510.37,514.9,512.0,981,2021-01-28 09:00:00+00:00
512.98,510.03,512.41,510.57,978,2021-01-28 09:30:00+00:00
513.4,510.08,511.06,512.0,229,2021-01-28 10:00:00+00:00
514.0,510.87,512.74,511.01,353,2021-01-28 10:30:00+00:00
514.0,510.05,511.0,513.88,325,2021-01-28 11:00:00+00:00
514.99,513.04,513.87,514.3,284,2021-01-28 11:30:00+00:00
518.2,513.0,514.27,518.2,531,2021-01-28 12:00:00+00:00
519.11,516.71,517.89,517.4,5651,2021-01-28 12:30:00+00:00
518.42,513.83,517.1,515.0,4975,2021-01-28 13:00:00+00:00
521.0,515.1,515.48,519.64,7763,2021-01-28 13:30:00+00:00
523.02,519.09,519.51,519.87,13426,2021-01-28 14:00:00+00:00
523.34,518.5,519.87,520.27,323873,2021-01-28 14:30:00+00:00
526.8,520.57,520.57,524.72,183613,2021-01-28 15:00:00+00:00
525.13,520.57,524.74,523.75,116406,2021-01-28 15:30:00+00:00
526.64,523.58,524.06,524.55,102101,2021-01-28 16:00:00+00:00
526.5,522.03,524.61,526.03,69320,2021-01-28 16:30:00+00:00
528.33,524.61,526.13,527.99,125798,2021-01-28 17:00:00+00:00
531.0,527.54,528.0,529.39,113543,2021-01-28 17:30:00+00:00
531.03,528.52,529.33,530.05,83814,2021-01-28 18:00:00+00:00
533.58,529.36,530.16,531.96,90218,2021-01-28 18:30:00+00:00
532.52,528.39,532.0,530.42,78092,2021-01-28 19:00:00+00:00
530.46,526.81,530.43,528.15,87995,2021-01-28 19:30:00+00:00
528.44,524.62,528.36,525.01,93426,2021-01-28 20:00:00+00:00
526.8,521.38,525.08,522.04,225050,2021-01-28 20:30:00+00:00
523.45,521.2,522.04,521.55,447444,2021-01-28 21:00:00+00:00
522.2,521.0,522.04,522.19,897,2021-01-28 21:30:00+00:00
523.0,521.55,522.2,522.75,404,2021-01-28 22:00:00+00:00
523.5,522.66,522.85,522.66,687,2021-01-28 22:30:00+00:00
520.76,517.55,518.71,520.74,994,2021-01-29 07:00:00+00:00
521.98,520.2,520.5,520.99,356,2021-01-29 07:30:00+00:00
520.99,518.1,520.99,518.1,610,2021-01-29 08:00:00+00:00
518.5,517.0,518.1,518.32,499,2021-01-29 08:30:00+00:00
518.88,515.0,518.32,516.0,705,2021-01-29 09:00:00+00:00
517.94,516.01,517.2,516.12,161,2021-01-29 09:30:00+00:00
517.0,515.0,516.11,515.1,350,2021-01-29 10:00:00+00:00
518.16,515.5,516.17,517.77,116,2021-01-29 10:30:00+00:00
517.97,517.0,517.76,517.36,222,2021-01-29 11:00:00+00:00
518.48,517.1,517.35,518.48,264,2021-01-29 11:30:00+00:00
519.8,518.49,518.49,519.74,353,2021-01-29 12:00:00+00:00
519.76,517.61,519.7,518.49,4693,2021-01-29 12:30:00+00:00
519.58,516.6,518.44,518.45,7300,2021-01-29 13:00:00+00:00
523.0,518.0,518.0,521.68,2886,2021-01-29 13:30:00+00:00
523.25,520.12,521.33,523.25,2878,2021-01-29 14:00:00+00:00
523.8,516.41,522.69,520.82,315011,2021-01-29 14:30:00+00:00
532.82,518.6,521.12,532.4,301002,2021-01-29 15:00:00+00:00
533.39,525.03,532.25,526.39,145722,2021-01-29 15:30:00+00:00
527.41,521.6,526.27,523.51,107774,2021-01-29 16:00:00+00:00
524.82,520.4,523.4,524.44,92314,2021-01-29 16:30:00+00:00
526.19,521.11,524.39,521.44,94983,2021-01-29 17:00:00+00:00
522.19,516.89,521.43,518.59,156441,2021-01-29 17:30:00+00:00
521.49,516.78,518.4,521.35,95303,2021-01-29 18:00:00+00:00
521.43,517.21,521.27,518.33,84555,2021-01-29 18:30:00+00:00
520.4,518.23,518.28,519.62,75547,2021-01-29 19:00:00+00:00
519.68,516.99,519.32,518.82,87878,2021-01-29 19:30:00+00:00
524.17,518.97,518.97,522.71,115335,2021-01-29 20:00:00+00:00
525.02,518.51,522.8,519.05,315635,2021-01-29 20:30:00+00:00
525.08,518.0,519.05,519.42,413476,2021-01-29 21:00:00+00:00
519.5,517.5,519.4,517.9,1796,2021-01-29 21:30:00+00:00
519.56,517.67,517.68,518.6,245,2021-01-29 22:00:00+00:00
518.9,518.49,518.9,518.49,97,2021-01-29 22:30:00+00:00
