h,l,o,c,v,t
510.47,509.2,510.39,509.72,991,2021-03-18 20:30:00+00:00
510.5,509.5,509.72,510.5,488,2021-03-18 21:00:00+00:00
511.0,509.7,510.5,510.69,63,2021-03-18 21:30:00+00:00
511.32,509.84,510.3,509.84,441,2021-03-18 22:00:00+00:00
510.06,509.5,509.84,510.0,788,2021-03-18 22:30:00+00:00
519.0,511.03,514.44,514.99,275,2021-03-19 04:00:00+00:00
517.5,514.5,515.8,515.8,98,2021-03-19 04:30:00+00:00
515.8,513.76,515.8,513.8,59,2021-03-19 05:00:00+00:00
514.96,513.66,513.75,514.48,60,2021-03-19 05:30:00+00:00
515.65,511.0,514.0,512.01,214,2021-03-19 06:00:00+00:00
513.55,511.07,512.02,511.36,145,2021-03-19 06:30:00+00:00
512.76,509.0,511.27,510.49,458,2021-03-19 07:00:00+00:00
514.47,510.5,511.98,513.87,224,2021-03-19 07:30:00+00:00
516.98,512.28,513.75,516.98,401,2021-03-19 08:00:00+00:00
519.78,515.0,516.98,516.23,297,2021-03-19 08:30:00+00:00
517.89,515.99,516.23,516.25,266,2021-03-19 09:00:00+00:00
516.86,513.8,516.83,513.8,207,2021-03-19 09:30:00+00:00
515.43,513.8,513.9,514.7,147,2021-03-19 10:00:00+00:00
515.72,514.34,514.7,515.25,233,2021-03-19 10:30:00+00:00
515.15,513.0,515.15,513.0,117,2021-03-19 11:00:00+00:00
515.0,513.0,513.0,514.5,955,2021-03-19 11:30:00+00:00
515.7,514.55,514.77,515.4,1631,2021-03-19 12:00:00+00:00
515.45,514.0,515.01,514.29,1126,2021-03-19 12:30:00+00:00
514.53,509.83,514.0,509.83,17436,2021-03-19 13:00:00+00:00
515.04,504.39,510.0,510.75,740840,2021-03-19 13:30:00+00:00
510.95,504.73,510.5,510.16,136049,2021-03-19 14:00:00+00:00
514.61,506.97,510.36,513.7,139947,2021-03-19 14:30:00+00:00
514.9,508.5,513.79,511.61,86674,2021-03-19 15:00:00+00:00
513.73,510.39,511.65,512.5,53184,2021-03-19 15:30:00+00:00
514.8,512.43,512.62,513.16,76103,2021-03-19 16:00:00+00:00
516.79,513.01,513.01,516.0,73426,2021-03-19 16:30:00+00:00
516.65,513.02,516.1,516.2,68512,2021-03-19 17:00:00+00:00
516.92,514.5,516.38,515.21,62330,2021-03-19 17:30:00+00:00
515.95,512.37,515.32,514.13,58469,2021-03-19 18:00:00+00:00
514.84,512.04,514.24,513.55,62421,2021-03-19 18:30:00+00:00
514.07,508.89,513.56,510.5,110671,2021-03-19 19:00:00+00:00
515.5,510.09,510.5,513.83,369385,2021-03-19 19:30:00+00:00
514.8,512.56,513.83,513.01,1194809,2021-03-19 20:00:00+00:00
513.25,512.56,513.0,513.08,309,2021-03-19 20:30:00+00:00
513.68,513.0,513.0,513.68,72,2021-03-19 21:00:00+00:00
513.6,513.01,513.6,513.45,187,2021-03-19 21:30:00+00:00
513.68,513.33,513.45,513.68,282,2021-03-19 22:00:00+00:00
513.67,513.51,513.67,513.61,2363,2021-03-19 22:30:00+00:00
519.6,513.25,514.93,519.58,311,2021-03-22 04:00:00+00:00
519.58,518.9,519.58,518.9,128,2021-03-22 04:30:00+00:00
519.35,516.03,519.0,516.32,68,2021-03-22 05:00:00+00:00
518.99,516.33,516.33,518.49,47,2021-03-22 05:30:00+00:00
518.5,516.58,518.5,518.5,80,2021-03-22 06:00:00+00:00
518.4,516.05,518.3,517.0,84,2021-03-22 06:30:00+00:00
518.89,516.77,517.19,518.61,203,2021-03-22 07:00:00+00:00
518.6,515.84,518.59,516.57,493,2021-03-22 07:30:00+00:00
517.95,516.08,516.54,517.0,150,2021-03-22 08:00:00+00:00
519.0,517.41,517.41,518.31,458,2021-03-22 08:30:00+00:00
518.42,517.12,517.81,517.12,82,2021-03-22 09:00:00+00:00
518.05,512.5,517.33,514.48,780,2021-03-22 09:30:00+00:00
518.7,514.62,515.07,518.6,424,2021-03-22 10:00:00+00:00
519.86,518.33,518.6,519.17,576,2021-03-22 10:30:00+00:00
519.0,517.92,519.0,518.45,92,2021-03-22 11:00:00+00:00
518.81,518.0,518.5,518.74,647,2021-03-22 11:30:00+00:00
518.74,517.17,518.69,517.73,1408,2021-03-22 12:00:00+00:00
518.6,516.85,517.5,518.6,1122,2021-03-22 12:30:00+00:00
518.75,515.0,518.32,517.21,5330,2021-03-22 13:00:00+00:00
521.49,516.27,517.25,519.41,258270,2021-03-22 13:30:00+00:00
524.84,519.17,519.65,524.43,103933,2021-03-22 14:00:00+00:00
527.34,523.36,524.57,527.1,160012,2021-03-22 14:30:00+00:00
529.61,525.95,527.1,529.1,90838,2021-03-22 15:00:00+00:00
531.45,528.43,529.33,529.81,118145,2021-03-22 15:30:00+00:00
534.65,529.9,529.9,533.64,129879,2021-03-22 16:00:00+00:00
535.33,532.52,533.68,533.7,115093,2021-03-22 16:30:00+00:00
535.0,531.84,533.66,533.4,116241,2021-03-22 17:00:00+00:00
535.82,532.53,533.41,535.4,67414,2021-03-22 17:30:00+00:00
535.5,532.54,535.42,533.73,62721,2021-03-22 18:00:00+00:00
534.37,532.09,533.8,533.71,83794,2021-03-22 18:30:00+00:00
533.58,528.94,533.58,529.25,98096,2021-03-22 19:00:00+00:00
530.62,526.54,529.05,527.45,234440,2021-03-22 19:30:00+00:00
528.0,527.06,527.45,527.75,651770,2021-03-22 20:00:00+00:00
528.4,526.6,527.75,527.74,1001,2021-03-22 20:30:00+00:00
527.74,526.82,527.74,527.5,197,2021-03-22 21:00:00+00:00
528.0,526.31,526.83,527.0,179,2021-03-22 21:30:00+00:00
528.39,526.97,526.97,528.15,312,2021-03-22 22:00:00+00:00
528.28,527.99,528.2,527.99,32,2021-03-22 22:30:00+00:00
530.0,528.01,529.99,528.01,35,2021-03-23 04:00:00+00:00
529.5,528.0,528.01,529.0,90,2021-03-23 04:30:00+00:00
528.99,521.98,528.99,525.0,148,2021-03-23 05:00:00+00:00
526.0,524.36,524.42,525.0,94,2021-03-23 05:30:00+00:00
525.94,524.11,525.0,525.76,46,2021-03-23 06:00:00+00:00
530.0,525.11,525.7,528.97,130,2021-03-23 06:30:00+00:00
528.87,527.01,527.28,527.7,138,2021-03-23 07:00:00+00:00
528.73,527.57,527.66,527.57,155,2021-03-23 07:30:00+00:00
528.0,522.79,527.68,522.99,1211,2021-03-23 08:00:00+00:00
525.26,522.16,523.83,525.22,442,2021-03-23 08:30:00+00:00
526.0,524.6,525.21,524.6,103,2021-03-23 09:00:00+00:00
524.6,523.32,524.6,523.49,105,2021-03-23 09:30:00+00:00
525.72,523.01,523.47,523.53,239,2021-03-23 10:00:00+00:00
526.09,523.78,523.96,525.49,210,2021-03-23 10:30:00+00:00
528.9,525.48,525.48,527.89,274,2021-03-23 11:00:00+00:00
530.0,528.05,528.4,528.54,1414,2021-03-23 11:30:00+00:00
529.02,527.54,528.45,527.96,5466,2021-03-23 12:00:00+00:00
528.55,526.12,527.55,528.43,8312,2021-03-23 12:30:00+00:00
531.0,527.2,528.36,530.56,8861,2021-03-23 13:00:00+00:00
532.92,526.55,530.47,530.39,299393,2021-03-23 13:30:00+00:00
533.79,529.33,530.25,529.81,117691,2021-03-23 14:00:00+00:00
531.14,526.37,529.65,531.14,119181,2021-03-23 14:30:00+00:00
532.86,529.38,531.01,531.4,53767,2021-03-23 15:00:00+00:00
532.25,527.75,531.48,528.73,48142,2021-03-23 15:30:00+00:00
530.46,526.5,528.74,528.47,62729,2021-03-23 16:00:00+00:00
529.86,527.8,528.55,529.86,36630,2021-03-23 16:30:00+00:00
531.04,527.89,529.88,528.87,61519,2021-03-23 17:00:00+00:00
528.69,526.08,528.69,526.51,57973,2021-03-23 17:30:00+00:00
529.7,526.21,526.73,529.36,56201,2021-03-23 18:00:00+00:00
530.49,525.16,529.52,525.33,63021,2021-03-23 18:30:00+00:00
526.98,524.33,525.15,524.45,87557,2021-03-23 19:00:00+00:00
524.93,520.84,524.41,522.75,340145,2021-03-23 19:30:00+00:00
523.64,522.35,522.83,523.52,320309,2021-03-23 20:00:00+00:00
523.63,523.0,523.4,523.5,98,2021-03-23 20:30:00+00:00
525.0,523.22,523.5,523.45,336,2021-03-23 21:00:00+00:00
525.48,523.32,523.48,524.5,123,2021-03-23 21:30:00+00:00
524.35,522.56,524.35,523.0,592,2021-03-23 22:00:00+00:00
523.0,522.51,522.58,522.94,40,2021-03-23 22:30:00+00:00
528.59,524.02,527.0,525.85,58,2021-03-24 04:00:00+00:00
526.38,524.16,526.38,524.41,28,2021-03-24 04:30:00+00:00
529.76,524.37,524.41,528.56,84,2021-03-24 05:00:00+00:00
528.4,525.0,528.4,526.89,35,2021-03-24 05:30:00+00:00
526.7,524.7,526.7,526.25,10,2021-03-24 06:00:00+00:00
526.2,523.0,525.04,523.0,81,2021-03-24 06:30:00+00:00
523.76,521.61,523.35,522.0,311,2021-03-24 07:00:00+00:00
522.9,522.02,522.78,522.02,74,2021-03-24 07:30:00+00:00
527.87,522.02,522.88,527.87,386,2021-03-24 08:00:00+00:00
530.0,527.4,527.4,529.43,284,2021-03-24 08:30:00+00:00
529.64,528.59,529.42,529.23,279,2021-03-24 09:00:00+00:00
529.8,528.96,529.21,529.38,96,2021-03-24 09:30:00+00:00
529.63,527.4,529.6,527.99,140,2021-03-24 10:00:00+00:00
529.3,528.01,528.49,528.72,33,2021-03-24 10:30:00+00:00
528.66,526.83,528.13,528.03,44,2021-03-24 11:00:00+00:00
528.79,527.86,528.31,528.54,560,2021-03-24 11:30:00+00:00
528.93,527.52,528.6,527.67,848,2021-03-24 12:00:00+00:00
528.2,527.25,527.89,527.99,740,2021-03-24 12:30:00+00:00
527.87,524.4,527.73,526.69,5318,2021-03-24 13:00:00+00:00
527.0,516.51,525.82,518.2,225990,2021-03-24 13:30:00+00:00
520.88,513.8,518.08,517.24,125831,2021-03-24 14:00:00+00:00
521.35,515.88,517.14,519.81,72081,2021-03-24 14:30:00+00:00
524.63,519.6,519.84,523.6,92150,2021-03-24 15:00:00+00:00
523.65,517.04,523.39,518.6,61978,2021-03-24 15:30:00+00:00
518.93,515.5,518.45,517.08,70916,2021-03-24 16:00:00+00:00
517.23,513.72,517.07,513.79,85312,2021-03-24 16:30:00+00:00
514.61,512.18,513.78,514.0,75170,2021-03-24 17:00:00+00:00
515.86,512.53,513.97,515.54,56763,2021-03-24 17:30:00+00:00
516.0,513.58,515.67,513.58,49895,2021-03-24 18:00:00+00:00
514.19,511.33,513.58,512.18,96276,2021-03-24 18:30:00+00:00
513.52,511.2,512.35,511.38,73464,2021-03-24 19:00:00+00:00
511.68,505.47,511.51,505.49,349784,2021-03-24 19:30:00+00:00
507.71,504.98,505.6,506.68,382509,2021-03-24 20:00:00+00:00
506.89,505.8,506.6,505.98,1150,2021-03-24 20:30:00+00:00
506.37,506.0,506.0,506.33,135,2021-03-24 21:00:00+00:00
506.4,506.19,506.35,506.39,65,2021-03-24 21:30:00+00:00
506.7,506.05,506.4,506.3,91,2021-03-24 22:00:00+00:00
506.5,506.2,506.3,506.5,112,2021-03-24 22:30:00+00:00
511.87,506.0,511.87,507.87,123,2021-03-25 04:00:00+00:00
508.01,507.88,507.88,508.01,48,2021-03-25 04:30:00+00:00
510.0,508.0,508.99,509.95,55,2021-03-25 05:00:00+00:00
509.99,509.74,509.97,509.99,59,2021-03-25 05:30:00+00:00
510.79,509.01,510.0,510.02,26,2021-03-25 06:00:00+00:00
510.67,508.64,510.67,508.99,64,2021-03-25 06:30:00+00:00
510.99,508.48,508.98,510.09,110,2021-03-25 07:00:00+00:00
511.5,509.32,510.98,510.99,274,2021-03-25 07:30:00+00:00
510.99,506.6,510.99,510.05,660,2021-03-25 08:00:00+00:00
510.7,508.98,510.05,508.98,89,2021-03-25 08:30:00+00:00
509.99,508.44,509.99,508.7,71,2021-03-25 09:00:00+00:00
509.73,508.8,509.72,509.57,130,2021-03-25 09:30:00+00:00
509.58,508.56,509.58,509.52,22,2021-03-25 10:00:00+00:00
509.37,508.54,509.37,508.98,38,2021-03-25 10:30:00+00:00
509.12,506.5,509.12,506.6,108,2021-03-25 11:00:00+00:00
506.74,502.31,506.5,503.25,5908,2021-03-25 11:30:00+00:00
504.58,502.56,503.4,502.6,4589,2021-03-25 12:00:00+00:00
504.0,500.12,502.92,500.2,9570,2021-03-25 12:30:00+00:00
501.0,497.22,500.26,500.25,11412,2021-03-25 13:00:00+00:00
507.04,495.6,500.19,505.64,341589,2021-03-25 13:30:00+00:00
508.6,501.53,505.6,501.78,115277,2021-03-25 14:00:00+00:00
502.17,493.68,501.6,495.71,155668,2021-03-25 14:30:00+00:00
496.6,491.39,495.67,495.77,147584,2021-03-25 15:00:00+00:00
499.49,494.53,495.68,498.94,120260,2021-03-25 15:30:00+00:00
503.28,498.05,498.77,502.79,132887,2021-03-25 16:00:00+00:00
503.55,500.21,502.93,500.86,109758,2021-03-25 16:30:00+00:00
501.78,497.56,500.77,498.45,116244,2021-03-25 17:00:00+00:00
499.76,494.96,498.45,495.27,101276,2021-03-25 17:30:00+00:00
495.56,490.87,495.11,491.31,128602,2021-03-25 18:00:00+00:00
501.68,491.33,491.48,501.21,121036,2021-03-25 18:30:00+00:00
503.03,500.23,501.11,501.0,103648,2021-03-25 19:00:00+00:00
503.87,499.35,501.03,501.19,227099,2021-03-25 19:30:00+00:00
502.6,501.41,501.41,502.0,318412,2021-03-25 20:00:00+00:00
502.59,501.36,501.6,501.89,579,2021-03-25 20:30:00+00:00
502.5,501.41,502.4,501.48,140,2021-03-25 21:00:00+00:00
502.0,501.35,501.35,501.75,609,2021-03-25 21:30:00+00:00
502.0,501.18,501.5,501.29,68,2021-03-25 22:00:00+00:00
502.0,501.83,501.83,502.0,16,2021-03-25 22:30:00+00:00
507.52,503.0,507.52,506.46,160,2021-03-26 04:00:00+00:00
506.46,505.74,506.46,506.46,46,2021-03-26 04:30:00+00:00
506.46,505.74,506.4,505.75,61,2021-03-26 05:00:00+00:00
506.18,505.75,506.18,505.75,25,2021-03-26 05:30:00+00:00
506.15,505.74,505.75,506.15,64,2021-03-26 06:00:00+00:00
506.51,505.74,506.1,506.51,96,2021-03-26 06:30:00+00:00
506.92,505.75,506.51,506.01,174,2021-03-26 07:00:00+00:00
506.6,504.83,506.01,505.01,332,2021-03-26 07:30:00+00:00
507.53,505.47,505.47,506.7,180,2021-03-26 08:00:00+00:00
506.74,504.9,506.71,505.09,770,2021-03-26 08:30:00+00:00
506.7,504.08,505.09,504.71,494,2021-03-26 09:00:00+00:00
504.93,504.5,504.85,504.65,235,2021-03-26 09:30:00+00:00
504.65,503.5,504.49,503.53,86,2021-03-26 10:00:00+00:00
504.0,502.18,503.64,502.6,259,2021-03-26 10:30:00+00:00
502.95,500.0,502.45,500.0,310,2021-03-26 11:00:00+00:00
501.62,499.52,500.0,501.5,868,2021-03-26 11:30:00+00:00
501.0,497.11,500.22,499.43,2968,2021-03-26 12:00:00+00:00
503.49,499.03,499.46,503.0,4854,2021-03-26 12:30:00+00:00
503.99,502.16,503.0,502.16,2516,2021-03-26 13:00:00+00:00
506.8,499.2,502.15,500.43,324222,2021-03-26 13:30:00+00:00
504.8,499.26,500.46,502.2,159935,2021-03-26 14:00:00+00:00
504.72,499.25,502.38,500.0,142454,2021-03-26 14:30:00+00:00
500.25,494.9,500.0,496.08,107457,2021-03-26 15:00:00+00:00
500.9,495.16,495.98,500.62,106531,2021-03-26 15:30:00+00:00
502.54,499.14,500.89,502.11,132236,2021-03-26 16:00:00+00:00
506.28,501.77,502.25,502.95,133039,2021-03-26 16:30:00+00:00
506.88,502.61,503.0,506.0,105987,2021-03-26 17:00:00+00:00
506.4,501.5,506.05,503.38,101507,2021-03-26 17:30:00+00:00
504.69,498.6,503.4,500.76,130674,2021-03-26 18:00:00+00:00
503.06,497.69,500.78,502.97,105984,2021-03-26 18:30:00+00:00
506.66,502.8,502.9,506.26,148152,2021-03-26 19:00:00+00:00
514.24,506.25,506.25,513.82,469760,2021-03-26 19:30:00+00:00
515.0,512.64,513.57,513.65,644758,2021-03-26 20:00:00+00:00
513.9,512.4,513.6,512.54,2195,2021-03-26 20:30:00+00:00
513.51,512.5,513.0,513.5,656,2021-03-26 21:00:00+00:00
513.0,512.1,512.8,512.1,129,2021-03-26 21:30:00+00:00
513.3,511.99,512.1,513.2,386,2021-03-26 22:00:00+00:00
513.44,513.02,513.02,513.34,112,2021-03-26 22:30:00+00:00
514.0,508.13,514.0,511.32,124,2021-03-29 04:00:00+00:00
511.49,510.0,510.02,510.0,25,2021-03-29 04:30:00+00:00
511.49,509.0,510.0,509.95,53,2021-03-29 05:00:00+00:00
510.48,508.2,509.01,509.24,41,2021-03-29 05:30:00+00:00
510.45,508.6,509.0,508.7,38,2021-03-29 06:00:00+00:00
511.49,508.99,508.99,511.49,37,2021-03-29 06:30:00+00:00
511.98,508.91,511.01,510.78,169,2021-03-29 07:00:00+00:00
512.84,509.15,511.3,512.67,315,2021-03-29 07:30:00+00:00
512.5,507.28,512.5,507.28,383,2021-03-29 08:00:00+00:00
508.34,507.0,507.2,508.34,83,2021-03-29 08:30:00+00:00
509.14,507.34,508.36,509.0,34,2021-03-29 09:00:00+00:00
511.8,507.75,509.0,511.48,159,2021-03-29 09:30:00+00:00
511.69,510.29,510.95,511.69,143,2021-03-29 10:00:00+00:00
512.7,511.16,511.8,512.13,204,2021-03-29 10:30:00+00:00
513.86,511.84,511.84,513.02,79,2021-03-29 11:00:00+00:00
513.6,511.71,513.24,512.15,831,2021-03-29 11:30:00+00:00
513.0,511.89,512.15,512.31,1886,2021-03-29 12:00:00+00:00
512.94,510.52,512.38,510.66,1249,2021-03-29 12:30:00+00:00
512.95,510.65,511.0,512.0,4592,2021-03-29 13:00:00+00:00
519.0,509.85,512.0,510.84,310420,2021-03-29 13:30:00+00:00
513.25,507.93,510.68,511.3,140046,2021-03-29 14:00:00+00:00
515.82,510.74,511.12,512.05,103914,2021-03-29 14:30:00+00:00
512.62,509.32,511.86,511.71,84821,2021-03-29 15:00:00+00:00
515.37,510.4,511.84,514.0,76087,2021-03-29 15:30:00+00:00
514.67,512.02,513.94,513.83,63558,2021-03-29 16:00:00+00:00
520.0,513.32,513.83,519.83,118247,2021-03-29 16:30:00+00:00
522.5,519.64,519.96,519.84,118276,2021-03-29 17:00:00+00:00
522.21,517.52,519.81,517.71,77192,2021-03-29 17:30:00+00:00
518.27,515.33,517.83,516.26,65506,2021-03-29 18:00:00+00:00
516.25,513.53,516.16,514.84,74291,2021-03-29 18:30:00+00:00
518.03,514.95,514.95,517.93,79996,2021-03-29 19:00:00+00:00
518.93,515.75,518.0,518.06,257867,2021-03-29 19:30:00+00:00
518.49,517.93,517.93,517.93,477771,2021-03-29 20:00:00+00:00
518.49,517.93,518.09,518.21,918,2021-03-29 20:30:00+00:00
518.95,518.11,518.47,518.16,907,2021-03-29 21:00:00+00:00
518.67,518.0,518.16,518.18,67,2021-03-29 21:30:00+00:00
518.85,518.67,518.67,518.79,327,2021-03-29 22:00:00+00:00
518.79,518.5,518.5,518.5,6,2021-03-29 22:30:00+00:00
520.0,515.64,520.0,519.9,21,2021-03-30 04:00:00+00:00
519.89,518.02,519.88,518.02,4,2021-03-30 04:30:00+00:00
519.0,518.01,518.01,518.01,27,2021-03-30 05:00:00+00:00
518.01,518.01,518.01,518.01,3,2021-03-30 05:30:00+00:00
518.01,515.5,518.01,515.51,34,2021-03-30 06:00:00+00:00
515.51,514.02,515.51,514.02,55,2021-03-30 06:30:00+00:00
514.73,512.23,514.02,513.31,165,2021-03-30 07:00:00+00:00
513.8,512.22,513.05,513.29,117,2021-03-30 07:30:00+00:00
516.62,511.32,515.36,511.66,453,2021-03-30 08:00:00+00:00
513.61,511.66,511.66,512.5,129,2021-03-30 08:30:00+00:00
514.9,512.3,512.66,514.05,58,2021-03-30 09:00:00+00:00
516.53,514.67,514.67,515.85,295,2021-03-30 09:30:00+00:00
516.0,515.7,515.86,515.97,29,2021-03-30 10:00:00+00:00
515.41,511.7,515.41,513.11,200,2021-03-30 10:30:00+00:00
513.16,512.04,513.12,512.88,93,2021-03-30 11:00:00+00:00
512.77,511.54,512.22,512.21,1452,2021-03-30 11:30:00+00:00
513.99,511.5,512.01,513.65,2234,2021-03-30 12:00:00+00:00
513.66,511.59,513.2,512.2,980,2021-03-30 12:30:00+00:00
514.45,512.0,512.48,512.28,2327,2021-03-30 13:00:00+00:00
513.8,508.22,512.28,511.66,221881,2021-03-30 13:30:00+00:00
512.33,508.6,511.65,511.25,104920,2021-03-30 14:00:00+00:00
517.74,510.61,511.18,516.63,123202,2021-03-30 14:30:00+00:00
517.45,514.65,516.73,517.26,76818,2021-03-30 15:00:00+00:00
519.0,515.1,517.31,515.76,76100,2021-03-30 15:30:00+00:00
516.39,512.93,515.68,514.62,54042,2021-03-30 16:00:00+00:00
515.26,513.11,514.56,513.46,42719,2021-03-30 16:30:00+00:00
515.41,511.98,513.45,514.8,54801,2021-03-30 17:00:00+00:00
515.57,513.12,514.83,513.17,31794,2021-03-30 17:30:00+00:00
513.51,511.24,513.15,512.54,54048,2021-03-30 18:00:00+00:00
515.51,512.25,512.51,515.01,53993,2021-03-30 18:30:00+00:00
516.5,514.26,514.94,516.02,61294,2021-03-30 19:00:00+00:00
517.17,512.35,516.11,514.87,248001,2021-03-30 19:30:00+00:00
515.87,514.18,514.87,515.0,449434,2021-03-30 20:00:00+00:00
515.07,514.87,514.87,515.0,432,2021-03-30 20:30:00+00:00
515.43,514.82,515.15,515.29,309,2021-03-30 21:00:00+00:00
515.49,514.75,514.81,514.75,483,2021-03-30 21:30:00+00:00
515.0,514.06,514.82,514.65,59,2021-03-30 22:00:00+00:00
514.25,514.02,514.25,514.02,3,2021-03-30 22:30:00+00:00
517.98,510.08,510.1,516.73,31,2021-03-31 04:00:00+00:00
516.37,515.02,516.28,515.02,12,2021-03-31 04:30:00+00:00
516.28,515.01,516.28,515.89,6,2021-03-31 05:00:00+00:00
515.9,515.0,515.01,515.0,11,2021-03-31 05:30:00+00:00
514.8,514.51,514.54,514.51,6,2021-03-31 06:00:00+00:00
514.0,513.3,514.0,513.66,52,2021-03-31 06:30:00+00:00
514.9,513.64,513.66,514.9,61,2021-03-31 07:00:00+00:00
514.81,513.7,514.15,513.97,38,2021-03-31 07:30:00+00:00
514.2,512.34,514.12,513.84,634,2021-03-31 08:00:00+00:00
513.88,513.0,513.71,513.61,42,2021-03-31 08:30:00+00:00
513.61,513.0,513.61,513.59,33,2021-03-31 09:00:00+00:00
515.89,513.0,513.01,515.83,193,2021-03-31 09:30:00+00:00
516.48,515.33,515.9,515.91,65,2021-03-31 10:00:00+00:00
517.5,515.36,515.36,517.5,134,2021-03-31 10:30:00+00:00
517.6,516.5,517.32,517.6,96,2021-03-31 11:00:00+00:00
518.8,517.44,517.6,518.8,1097,2021-03-31 11:30:00+00:00
519.3,518.33,518.45,519.12,1828,2021-03-31 12:00:00+00:00
519.6,518.5,519.2,519.3,1611,2021-03-31 12:30:00+00:00
520.68,518.34,519.05,519.99,4568,2021-03-31 13:00:00+00:00
530.46,519.31,520.09,530.37,297024,2021-03-31 13:30:00+00:00
531.85,528.17,530.41,528.17,162927,2021-03-31 14:00:00+00:00
532.34,528.24,528.34,531.07,128917,2021-03-31 14:30:00+00:00
532.63,530.6,531.07,530.9,69383,2021-03-31 15:00:00+00:00
532.67,530.36,530.74,532.29,60781,2021-03-31 15:30:00+00:00
536.11,532.19,532.41,535.86,163302,2021-03-31 16:00:00+00:00
536.81,534.51,535.9,535.05,83433,2021-03-31 16:30:00+00:00
538.29,534.94,535.14,538.23,86409,2021-03-31 17:00:00+00:00
538.8,537.23,538.17,537.34,91543,2021-03-31 17:30:00+00:00
537.56,535.67,537.42,537.05,72228,2021-03-31 18:00:00+00:00
537.89,535.17,537.05,537.68,89570,2021-03-31 18:30:00+00:00
538.69,535.75,537.72,536.0,98718,2021-03-31 19:00:00+00:00
537.3,532.72,536.06,533.94,407041,2021-03-31 19:30:00+00:00
534.79,533.93,533.93,534.5,808324,2021-03-31 20:00:00+00:00
534.78,534.06,534.4,534.48,1179,2021-03-31 20:30:00+00:00
534.48,533.36,534.26,533.59,346,2021-03-31 21:00:00+00:00
534.05,533.52,533.56,534.05,62,2021-03-31 21:30:00+00:00
534.15,533.72,533.72,534.0,116,2021-03-31 22:00:00+00:00
534.0,533.89,533.89,534.0,12,2021-03-31 22:30:00+00:00
538.08,534.0,537.99,536.32,104,2021-04-01 04:00:00+00:00
538.0,536.36,536.36,537.99,38,2021-04-01 04:30:00+00:00
537.97,537.0,537.03,537.87,40,2021-04-01 05:00:00+00:00
537.84,536.97,537.84,537.83,40,2021-04-01 05:30:00+00:00
537.84,536.11,537.84,536.97,89,2021-04-01 06:00:00+00:00
537.38,536.16,536.97,536.3,50,2021-04-01 06:30:00+00:00
537.39,536.3,536.3,537.39,108,2021-04-01 07:00:00+00:00
539.0,537.24,537.39,538.97,401,2021-04-01 07:30:00+00:00
541.77,538.9,538.9,540.78,1028,2021-04-01 08:00:00+00:00
541.8,540.79,541.24,541.07,419,2021-04-01 08:30:00+00:00
541.99,541.0,541.09,541.08,243,2021-04-01 09:00:00+00:00
542.8,541.01,541.18,542.69,1307,2021-04-01 09:30:00+00:00
542.7,541.21,542.7,541.32,393,2021-04-01 10:00:00+00:00
541.85,541.07,541.21,541.45,88,2021-04-01 10:30:00+00:00
542.24,540.35,541.3,542.1,270,2021-04-01 11:00:00+00:00
542.5,541.5,541.64,542.45,615,2021-04-01 11:30:00+00:00
542.89,541.63,542.15,542.12,3844,2021-04-01 12:00:00+00:00
542.75,541.6,542.12,541.64,2802,2021-04-01 12:30:00+00:00
542.94,541.79,541.79,542.54,3915,2021-04-01 13:00:00+00:00
548.48,540.45,542.54,547.19,409524,2021-04-01 13:30:00+00:00
549.01,543.32,547.19,548.7,172269,2021-04-01 14:00:00+00:00
549.18,545.91,548.73,548.0,92737,2021-04-01 14:30:00+00:00
549.36,545.75,548.08,547.5,107014,2021-04-01 15:00:00+00:00
548.1,545.79,547.45,546.64,69607,2021-04-01 15:30:00+00:00
550.56,546.33,546.57,550.53,150803,2021-04-01 16:00:00+00:00
551.63,549.92,550.53,551.56,99768,2021-04-01 16:30:00+00:00
552.88,549.96,551.57,550.0,117243,2021-04-01 17:00:00+00:00
552.51,549.98,550.04,552.19,45260,2021-04-01 17:30:00+00:00
552.83,550.53,552.19,552.6,68128,2021-04-01 18:00:00+00:00
554.83,552.36,552.67,553.94,106038,2021-04-01 18:30:00+00:00
554.25,551.56,553.81,551.56,98581,2021-04-01 19:00:00+00:00
553.0,550.07,551.6,552.73,264116,2021-04-01 19:30:00+00:00
552.84,552.0,552.47,552.35,350184,2021-04-01 20:00:00+00:00
552.49,551.21,552.46,552.0,2188,2021-04-01 20:30:00+00:00
552.25,551.6,551.6,551.86,72,2021-04-01 21:00:00+00:00
552.31,551.5,552.13,552.31,286,2021-04-01 21:30:00+00:00
552.42,552.05,552.16,552.42,73,2021-04-01 22:00:00+00:00
552.5,552.12,552.42,552.44,104,2021-04-01 22:30:00+00:00
555.0,510.0,554.95,548.01,1056,2021-04-05 04:00:00+00:00
549.74,548.02,548.02,549.0,99,2021-04-05 04:30:00+00:00
551.7,548.51,549.45,549.1,182,2021-04-05 05:00:00+00:00
550.85,547.01,549.1,547.01,169,2021-04-05 05:30:00+00:00
551.27,547.16,547.95,547.73,138,2021-04-05 06:00:00+00:00
548.8,547.01,547.28,548.8,184,2021-04-05 06:30:00+00:00
550.38,547.21,549.0,547.5,288,2021-04-05 07:00:00+00:00
550.19,547.2,547.51,547.2,251,2021-04-05 07:30:00+00:00
554.74,547.2,547.2,554.74,1241,2021-04-05 08:00:00+00:00
